"Date" "Party" "Freq"
"2014-10-27" "kke" 0
"2014-10-28" "kke" 0
"2014-10-29" "kke" 0
"2014-10-30" "kke" 0
"2014-10-31" "kke" 0
"2014-11-01" "kke" 0
"2014-11-02" "kke" 0
"2014-11-03" "kke" 0
"2014-11-04" "kke" 0
"2014-11-05" "kke" 0
"2014-11-06" "kke" 0
"2014-11-07" "kke" 0
"2014-11-08" "kke" 0
"2014-11-10" "kke" 0
"2014-11-11" "kke" 0
"2014-11-12" "kke" 0
"2014-11-13" "kke" 0
"2014-11-14" "kke" 0
"2014-11-15" "kke" 0
"2014-11-16" "kke" 0
"2014-11-17" "kke" 0
"2014-11-18" "kke" 0
"2014-11-19" "kke" 0
"2014-11-20" "kke" 0
"2014-11-21" "kke" 0
"2014-11-22" "kke" 0
"2014-11-23" "kke" 0
"2014-11-24" "kke" 0
"2014-11-25" "kke" 0
"2014-11-26" "kke" 0
"2014-11-27" "kke" 0
"2014-11-28" "kke" 0
"2014-11-29" "kke" 0
"2014-11-30" "kke" 0
"2014-12-01" "kke" 0
"2014-12-02" "kke" 0
"2014-12-03" "kke" 0
"2014-12-04" "kke" 0
"2014-12-05" "kke" 0
"2014-12-06" "kke" 0
"2014-12-07" "kke" 0
"2014-12-08" "kke" 0
"2014-12-09" "kke" 0
"2014-12-10" "kke" 0
"2014-12-11" "kke" 0
"2014-12-12" "kke" 0
"2014-12-13" "kke" 0
"2014-12-14" "kke" 0
"2014-12-15" "kke" 0
"2014-12-16" "kke" 0
"2014-12-17" "kke" 0
"2014-12-18" "kke" 0
"2014-12-19" "kke" 0
"2014-12-20" "kke" 0
"2014-12-21" "kke" 0
"2014-12-22" "kke" 0
"2014-12-23" "kke" 0
"2014-12-24" "kke" 0
"2014-12-25" "kke" 0
"2014-12-26" "kke" 0
"2014-12-27" "kke" 0
"2014-12-28" "kke" 0
"2014-12-29" "kke" 0
"2014-12-30" "kke" 0
"2014-12-31" "kke" 0
"2015-01-01" "kke" 0
"2015-01-02" "kke" 0
"2015-01-03" "kke" 0
"2015-01-04" "kke" 0
"2015-01-05" "kke" 0
"2015-01-06" "kke" 0
"2015-01-07" "kke" 0
"2015-01-08" "kke" 0
"2015-01-09" "kke" 1582
"2015-01-10" "kke" 1232
"2015-01-11" "kke" 1427
"2015-01-12" "kke" 2990
"2015-01-13" "kke" 2085
"2015-01-14" "kke" 1658
"2015-01-15" "kke" 1562
"2015-01-16" "kke" 2342
"2015-01-17" "kke" 1921
"2015-01-18" "kke" 1932
"2015-01-19" "kke" 2856
"2015-01-20" "kke" 3358
"2015-01-21" "kke" 2768
